Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Co-Applicant,Transaction_Frequency,Default_Risk,Loan_Approval_Status
1334,Female,61,Married,3,Postgraduate,Employed,Freelancer,Urban,47592,3819,599,1,26981,22542,1,8580,219,Education,13.87,Yes,22,0.65,0
1335,Female,34,Single,3,Postgraduate,Self-Employed,Freelancer,Suburban,30433,3681,373,2,44392,28887,1,6060,99,Education,14.32,Yes,15,0.94,1
1336,Female,25,Married,1,Graduate,Unemployed,Business,Urban,73990,4340,726,0,36159,8616,0,21133,176,Personal,12.22,Yes,12,0.14,1
1337,Female,27,Single,3,Graduate,Employed,Professional,Urban,71734,3884,834,2,19270,21869,0,21468,74,Education,9.0,No,19,0.48,1
1338,Female,30,Single,3,Postgraduate,Unemployed,Salaried,Urban,143028,2131,828,0,43000,25823,1,20921,40,Personal,6.74,Yes,20,0.75,1
1340,Male,36,Single,1,Graduate,Unemployed,Professional,Urban,96272,1282,753,2,24183,20752,1,27345,191,Personal,7.44,No,29,0.76,0
1341,Female,35,Married,2,Graduate,Self-Employed,Business,Suburban,85374,4737,756,1,38482,6664,0,24037,237,Personal,5.04,No,26,0.64,1
1345,Male,31,Married,1,High School,Employed,Salaried,Urban,58166,4993,471,0,19760,22672,0,12335,237,Personal,7.3,Yes,12,0.55,0
1346,Female,43,Single,0,High School,Employed,Salaried,Urban,64250,852,764,0,5460,19962,0,20000,196,Education,6.64,No,18,0.04,1
1347,Male,37,Single,1,Graduate,Employed,Business,Urban,69098,1984,755,0,1322,19650,1,20496,194,Personal,5.86,No,20,0.8,1
1350,Female,35,Divorced,0,Graduate,Employed,Freelancer,Urban,61427,4905,760,1,38502,18346,0,20000,113,Personal,12.9,Yes,18,0.08,1
1351,Female,19,Married,3,High School,Unemployed,Salaried,Suburban,67734,620,303,2,13321,5085,0,5783,72,Personal,5.68,Yes,19,0.37,0
1355,Male,26,Single,2,Graduate,Self-Employed,Business,Suburban,62726,4205,762,1,6888,16336,0,20000,161,Education,13.89,No,18,0.85,1
1356,Female,40,Married,3,Postgraduate,Employed,Professional,Urban,69238,2183,407,1,35379,21588,1,15124,42,Education,9.21,Yes,7,0.15,0
1363,Male,38,Married,0,High School,Unemployed,Professional,Suburban,132526,4748,831,1,7954,23398,0,22493,31,Education,14.0,No,20,0.93,1
1364,Female,33,Single,0,Graduate,Employed,Salaried,Urban,59496,2706,840,2,8670,6904,0,20000,210,Personal,5.61,No,26,0.32,1
1368,Female,62,Single,2,Graduate,Unemployed,Business,Urban,54031,3854,367,2,47979,11848,0,7037,148,Personal,12.26,Yes,8,0.82,0
1370,Female,49,Married,0,Graduate,Employed,Business,Suburban,57378,576,772,0,21447,14127,0,20000,184,Personal,7.66,Yes,12,0.91,1
1374,Male,28,Single,3,Postgraduate,Self-Employed,Business,Urban,65132,2306,780,0,30706,15400,0,20000,180,Personal,11.41,Yes,29,0.08,1
1376,Male,23,Married,2,High School,Employed,Freelancer,Urban,60086,3064,593,0,8933,28687,1,12042,108,Personal,3.95,No,19,0.23,0
1378,Male,25,Married,2,Graduate,Employed,Freelancer,Urban,60801,3949,844,1,34374,2918,0,20000,23,Personal,5.66,No,15,0.55,1
1379,Female,35,Married,2,Postgraduate,Unemployed,Freelancer,Suburban,101778,2424,739,1,14993,20143,0,24248,120,Personal,11.76,Yes,19,0.4,1
1381,Female,41,Married,1,Graduate,Self-Employed,Salaried,Suburban,75690,3593,774,1,38863,5826,0,22071,116,Education,5.32,No,6,0.93,0
1382,Female,49,Married,0,Graduate,Employed,Business,Urban,102645,775,793,2,17888,10154,0,27305,231,Education,8.81,Yes,18,0.42,1
1388,Male,33,Divorced,2,High School,Employed,Professional,Urban,72493,3840,728,0,31029,20054,0,21561,212,Education,12.91,No,12,0.8,1
1390,Female,30,Married,0,Graduate,Self-Employed,Freelancer,Suburban,92494,561,784,0,41187,24023,0,27723,230,Education,11.16,Yes,20,0.09,1
1391,Female,32,Single,1,Graduate,Self-Employed,Professional,Urban,120118,1349,836,0,2612,29372,0,32729,200,Personal,13.22,No,15,0.83,1
1393,Male,37,Married,1,High School,Self-Employed,Salaried,Suburban,109681,4464,788,2,37399,22799,0,31061,182,Education,14.83,Yes,26,0.51,1
1397,Male,46,Single,0,Postgraduate,Self-Employed,Freelancer,Urban,78889,3875,822,1,24371,20712,1,23200,83,Personal,8.46,No,27,0.91,1
1398,Female,48,Married,3,High School,Employed,Salaried,Urban,98778,4666,842,1,12398,3743,0,29372,123,Education,11.89,No,17,0.49,0
1404,Male,67,Single,1,Graduate,Self-Employed,Freelancer,Rural,60828,4801,322,1,38958,17792,0,17746,105,Personal,11.36,Yes,8,0.54,0
1407,Female,37,Married,0,High School,Unemployed,Business,Urban,24091,4330,578,0,29453,6745,0,7342,149,Personal,10.5,No,19,0.11,0
1409,Male,42,Married,0,Graduate,Unemployed,Professional,Urban,76084,2409,715,1,37360,28139,1,20982,33,Personal,6.24,Yes,23,0.4,1
1410,Male,45,Single,0,Graduate,Unemployed,Salaried,Urban,55674,4609,464,2,49594,19543,0,13293,232,Personal,9.08,Yes,22,0.6,0
1412,Male,25,Single,1,Postgraduate,Unemployed,Salaried,Urban,63838,4478,758,2,17707,15325,0,20000,18,Personal,4.33,Yes,6,0.07,1
1415,Male,38,Single,3,Postgraduate,Employed,Freelancer,Urban,146773,770,715,1,4249,12944,0,27219,62,Education,13.91,No,13,0.49,1
1416,Male,52,Single,0,Graduate,Employed,Salaried,Rural,54900,2299,302,0,24126,20973,0,12169,35,Personal,11.9,Yes,21,0.48,0
1417,Female,44,Married,2,Graduate,Employed,Business,Urban,127325,605,780,2,46065,4081,0,25641,26,Personal,14.89,No,9,0.99,1
1421,Male,43,Married,1,High School,Employed,Freelancer,Urban,68687,624,734,2,36596,1653,0,20208,152,Education,8.34,No,23,0.37,1
1423,Male,42,Married,0,Postgraduate,Employed,Freelancer,Urban,61832,4002,770,1,2371,11189,0,20000,167,Personal,6.56,Yes,10,0.12,0
1424,Male,49,Single,0,High School,Self-Employed,Freelancer,Rural,73141,3560,811,0,9998,3934,0,21267,210,Education,10.36,No,26,0.35,1
1426,Female,23,Single,2,High School,Self-Employed,Freelancer,Urban,49115,1796,314,0,24993,27443,0,6264,86,Personal,13.28,No,9,0.39,0
1427,Female,43,Married,0,Graduate,Self-Employed,Freelancer,Suburban,117617,3892,803,2,13256,27400,0,29890,15,Education,12.82,Yes,24,0.67,0
1428,Male,44,Married,0,Postgraduate,Self-Employed,Business,Suburban,39177,1215,573,1,47747,29600,0,7132,19,Personal,9.79,Yes,11,0.29,0
1430,Male,64,Single,3,Graduate,Unemployed,Freelancer,Urban,50318,2768,419,0,3623,24336,0,10155,56,Education,14.44,Yes,26,0.92,0
1431,Female,48,Single,3,Graduate,Self-Employed,Salaried,Urban,54395,3501,826,0,6355,27206,0,20000,173,Personal,4.7,No,9,0.47,1
1435,Male,43,Married,1,High School,Unemployed,Freelancer,Suburban,134897,4030,732,2,20428,24891,0,40420,122,Education,10.46,Yes,7,0.17,1
1436,Female,49,Married,0,High School,Self-Employed,Salaried,Suburban,64748,2049,731,1,23841,28465,0,20000,49,Education,6.97,No,26,0.82,1
1438,Male,21,Single,1,Graduate,Employed,Business,Urban,68928,4073,548,1,37496,23470,0,23489,112,Education,13.24,No,21,0.94,0
1440,Female,47,Single,1,High School,Self-Employed,Salaried,Suburban,105635,3234,745,1,10581,15719,0,29718,132,Personal,14.15,No,18,0.81,1
1447,Female,35,Married,0,High School,Self-Employed,Business,Urban,122649,1559,731,0,38185,12137,0,34979,38,Education,8.28,No,15,0.93,1
1450,Female,41,Married,3,High School,Employed,Professional,Urban,94685,3327,792,2,5478,3020,1,20490,169,Education,12.58,Yes,26,0.17,1
1451,Male,29,Married,2,Postgraduate,Employed,Business,Urban,111195,761,803,0,30346,2686,1,32492,34,Education,14.26,No,19,0.89,1
1454,Male,25,Married,3,High School,Employed,Freelancer,Urban,135264,1658,732,2,7838,26498,0,35735,73,Education,8.33,No,24,0.59,0
1455,Female,30,Single,1,Graduate,Unemployed,Freelancer,Urban,95401,2174,775,0,59,253,0,20283,98,Personal,14.22,No,9,0.84,1
1458,Male,38,Married,3,Graduate,Employed,Freelancer,Urban,145436,4074,711,1,38672,6968,1,33481,200,Personal,9.42,Yes,17,0.27,0
1459,Female,38,Married,0,Postgraduate,Self-Employed,Professional,Urban,106635,2474,812,0,42445,1495,0,26874,210,Personal,13.06,Yes,27,0.56,1
1461,Male,33,Divorced,0,High School,Employed,Salaried,Suburban,124951,1609,714,2,45815,14420,1,20435,183,Personal,10.54,No,8,0.11,0
1464,Female,33,Single,0,Graduate,Employed,Professional,Urban,79776,3762,809,2,35758,13722,0,22329,47,Personal,7.67,No,23,0.87,1
1465,Female,53,Single,2,Graduate,Employed,Salaried,Urban,56210,2945,323,2,44696,10490,1,5115,50,Education,4.61,Yes,24,0.92,0
1468,Male,41,Married,1,High School,Self-Employed,Professional,Urban,149020,3860,756,0,32942,27253,0,30766,92,Personal,12.56,No,18,0.94,0
1471,Male,27,Single,1,High School,Self-Employed,Salaried,Urban,132192,4987,727,2,38082,26224,0,24086,21,Personal,3.81,No,11,0.03,1
1472,Male,38,Married,3,Graduate,Employed,Freelancer,Urban,68570,2121,424,2,34206,25947,0,20686,23,Personal,9.13,No,14,0.92,0
1473,Male,56,Single,1,Graduate,Employed,Salaried,Urban,65579,3208,524,2,47015,5209,0,25521,166,Personal,4.07,No,13,0.51,0
1474,Male,29,Single,3,Graduate,Employed,Freelancer,Suburban,71838,4950,741,1,7017,27586,0,21523,205,Education,5.72,No,12,0.41,0
1475,Male,34,Single,1,Graduate,Self-Employed,Business,Urban,73904,4186,744,0,18182,453,0,22008,45,Personal,14.71,Yes,29,0.24,1
1477,Male,19,Single,1,High School,Employed,Salaried,Suburban,35810,502,516,2,39227,21618,0,5993,31,Personal,4.86,Yes,10,0.3,1
1480,Female,46,Single,2,Graduate,Self-Employed,Salaried,Urban,138802,1864,814,1,20085,28962,1,37204,21,Personal,12.97,Yes,13,0.73,1
1481,Male,58,Single,1,Postgraduate,Unemployed,Salaried,Urban,28478,1703,590,0,39614,584,1,8733,43,Personal,4.89,Yes,10,0.46,0
1483,Female,45,Married,2,Graduate,Self-Employed,Freelancer,Urban,56559,1128,799,0,22648,3601,0,20000,28,Personal,6.41,Yes,19,0.32,1
1484,Female,43,Married,1,High School,Employed,Business,Suburban,141415,1909,741,2,14380,24194,0,26186,195,Education,11.06,Yes,13,0.42,1
1486,Male,31,Single,2,Graduate,Unemployed,Freelancer,Urban,79638,1030,802,0,38667,28092,0,20535,235,Education,3.83,Yes,16,0.42,1
1488,Male,47,Single,2,Graduate,Employed,Freelancer,Urban,53535,683,788,0,23232,925,0,20000,214,Personal,8.41,No,28,0.93,1
1489,Male,36,Single,2,Graduate,Employed,Business,Urban,100180,2825,823,2,8630,20346,0,23049,159,Personal,5.24,Yes,22,0.78,1
1494,Male,29,Married,2,Postgraduate,Unemployed,Professional,Suburban,144722,2691,808,1,41174,27205,0,21222,185,Personal,4.36,Yes,18,0.71,1
1496,Female,48,Single,0,Graduate,Unemployed,Professional,Suburban,133279,4558,792,2,45662,22067,0,22895,97,Education,10.36,No,21,0.78,1
1497,Female,47,Married,2,High School,Employed,Freelancer,Rural,132717,2172,756,2,38345,3861,1,23422,98,Personal,5.66,No,27,0.56,1
1499,Male,42,Married,3,High School,Unemployed,Business,Urban,99782,4030,825,1,27177,10404,0,20477,83,Education,11.74,Yes,22,0.23,1
1508,Male,31,Married,3,High School,Employed,Salaried,Urban,138689,533,769,0,19437,7869,0,20803,175,Education,13.3,No,22,0.05,1
1511,Female,39,Married,2,Graduate,Employed,Freelancer,Suburban,25562,3132,599,0,22471,18288,0,7307,211,Education,12.65,No,12,0.66,0
1516,Female,27,Married,0,High School,Employed,Business,Urban,123207,4767,834,2,398,22368,1,28961,67,Education,3.67,Yes,19,0.03,1
1523,Female,35,Divorced,2,Postgraduate,Employed,Professional,Urban,98670,4672,723,2,32921,10151,0,20376,209,Education,9.81,No,27,0.75,1
1525,Male,38,Single,2,Graduate,Self-Employed,Salaried,Urban,76326,4673,849,1,1558,23831,0,21393,99,Personal,12.33,Yes,25,0.8,1
1526,Male,49,Married,2,Postgraduate,Employed,Freelancer,Urban,100322,3873,713,0,31073,2071,1,26981,99,Personal,11.21,Yes,21,0.2,0
1527,Male,41,Single,2,Graduate,Employed,Salaried,Suburban,58507,3275,810,0,26636,3800,1,20000,222,Personal,11.52,No,26,0.74,1
1535,Male,48,Married,1,High School,Self-Employed,Professional,Urban,94902,2672,845,1,5031,12685,1,23279,37,Personal,10.5,Yes,17,0.0,1
1537,Male,32,Single,2,High School,Self-Employed,Salaried,Rural,57577,2591,718,1,3370,19623,0,20000,148,Education,14.7,No,5,0.59,1
1538,Female,29,Married,3,Postgraduate,Self-Employed,Business,Urban,88594,3127,767,0,12029,13740,0,23232,231,Education,9.35,Yes,6,0.27,0
1540,Female,26,Single,3,High School,Self-Employed,Salaried,Urban,129359,4909,845,0,40824,29366,1,30122,79,Personal,10.47,No,17,0.69,1
1543,Male,42,Married,3,High School,Employed,Salaried,Urban,55515,2515,834,2,10290,21021,0,20000,91,Education,9.21,No,26,0.42,1
1546,Male,25,Married,2,Graduate,Employed,Salaried,Urban,121155,1630,737,2,23219,14957,0,26328,160,Education,10.24,Yes,8,0.64,1
1549,Male,43,Married,1,High School,Self-Employed,Business,Urban,54531,4127,757,1,8325,837,0,20000,157,Education,7.7,No,23,0.78,1
1550,Female,32,Single,3,Graduate,Unemployed,Business,Suburban,63229,3742,711,1,36899,2466,0,20000,79,Personal,8.09,Yes,21,0.73,1
1553,Female,27,Divorced,0,Graduate,Unemployed,Professional,Urban,61497,3359,596,1,25851,19986,1,7678,71,Personal,6.51,Yes,16,0.4,1
1560,Male,60,Single,2,High School,Self-Employed,Professional,Suburban,63159,1772,410,1,12426,25302,0,22012,96,Personal,10.02,Yes,11,0.91,0
1564,Female,34,Married,0,High School,Employed,Freelancer,Urban,80637,2749,810,1,33546,19715,0,22954,178,Education,9.26,Yes,9,0.82,1
1565,Male,19,Single,2,Postgraduate,Self-Employed,Business,Suburban,21738,2383,508,2,9254,22129,0,7568,33,Personal,9.99,No,23,0.89,0
1566,Male,32,Married,1,Graduate,Self-Employed,Business,Urban,53847,3309,723,1,23588,6979,1,20000,127,Personal,9.01,Yes,19,0.52,0
1572,Female,43,Married,0,Graduate,Unemployed,Freelancer,Suburban,131569,4295,744,1,40637,5166,0,37694,183,Personal,6.42,No,14,0.93,0
1575,Female,39,Married,1,Graduate,Self-Employed,Business,Suburban,134983,1377,806,2,23863,25472,0,26467,113,Education,5.14,Yes,15,0.89,1
1577,Male,43,Married,1,High School,Self-Employed,Freelancer,Suburban,99849,1002,767,0,35786,8337,0,25235,186,Personal,13.46,Yes,15,0.8,1
1578,Female,42,Single,1,High School,Employed,Freelancer,Suburban,127377,953,710,2,13578,26330,0,28893,29,Personal,6.44,Yes,15,0.99,1
1581,Female,38,Married,0,Postgraduate,Employed,Professional,Urban,57909,918,806,0,33411,7023,0,20000,20,Personal,11.05,Yes,6,0.85,1
1583,Female,49,Married,2,Graduate,Unemployed,Business,Urban,107049,4328,775,2,4738,26363,0,20973,33,Education,12.86,Yes,25,0.82,1
1584,Male,25,Single,1,Graduate,Employed,Professional,Urban,104492,3286,749,2,43590,24733,0,21996,118,Personal,7.54,Yes,28,0.66,1
1585,Male,18,Divorced,1,Graduate,Employed,Business,Urban,43122,1509,473,2,4526,24880,0,7251,217,Personal,8.88,Yes,11,0.59,0
1589,Male,42,Married,2,Graduate,Self-Employed,Business,Suburban,103961,4904,728,0,48709,12927,0,24892,29,Education,10.95,No,21,0.46,1
1590,Male,69,Single,1,High School,Employed,Salaried,Rural,23090,2230,394,0,29511,9726,0,6014,119,Personal,14.78,No,19,0.71,0
1591,Male,49,Married,0,Postgraduate,Employed,Business,Suburban,74163,2475,724,0,22493,13952,0,21829,71,Education,5.58,Yes,13,0.67,1
1593,Male,43,Single,2,High School,Self-Employed,Professional,Rural,68386,3723,813,2,1327,25305,0,20314,134,Personal,14.47,No,25,0.39,1
1594,Male,48,Married,1,Postgraduate,Employed,Freelancer,Rural,117393,2528,842,2,38456,11530,0,34782,91,Personal,6.03,Yes,25,0.37,1
1598,Female,26,Married,1,Graduate,Unemployed,Professional,Suburban,130780,3302,766,0,1288,99,0,32579,92,Education,14.28,Yes,5,0.27,1
1602,Female,35,Divorced,3,Graduate,Employed,Freelancer,Rural,90099,1572,723,1,32286,6869,0,21544,130,Education,10.94,No,19,0.62,1
1603,Female,39,Single,2,Graduate,Employed,Professional,Suburban,68904,3626,738,1,3878,8443,1,20233,65,Education,4.49,No,27,0.92,1
1605,Female,35,Single,0,Postgraduate,Self-Employed,Salaried,Rural,78105,930,734,0,39254,23225,1,22658,192,Education,13.25,Yes,6,0.76,1
1610,Male,36,Married,2,Graduate,Self-Employed,Salaried,Urban,56925,2631,802,2,12951,16676,0,20000,109,Education,10.85,No,21,0.31,1
1612,Male,36,Divorced,1,Graduate,Unemployed,Professional,Rural,93646,4886,729,2,44947,6705,0,21337,95,Education,6.22,No,29,0.4,1
1613,Female,28,Single,2,Graduate,Self-Employed,Freelancer,Urban,117536,2030,708,0,46844,25086,0,28083,92,Personal,13.08,Yes,24,0.29,1
1615,Female,33,Married,1,High School,Self-Employed,Professional,Urban,92614,4499,829,2,16568,8134,0,27208,28,Education,4.37,No,19,0.59,1
1621,Female,25,Single,3,Graduate,Self-Employed,Professional,Urban,80983,1814,809,2,20272,16921,0,22824,232,Personal,8.69,Yes,9,0.11,1
1628,Female,49,Single,0,Postgraduate,Employed,Salaried,Rural,117741,511,831,1,41745,22935,0,24403,83,Personal,14.7,Yes,20,0.05,1
1629,Male,27,Married,0,High School,Self-Employed,Salaried,Suburban,111245,2086,838,0,23118,16347,0,29797,96,Education,6.85,No,24,0.44,1
1630,Female,30,Single,0,Postgraduate,Unemployed,Professional,Urban,125499,935,842,1,38206,2402,0,24200,108,Education,10.46,Yes,15,0.94,1
1632,Male,31,Married,3,Graduate,Self-Employed,Business,Suburban,78046,3743,727,2,8692,1143,0,22643,206,Education,7.51,Yes,25,0.72,1
1635,Male,63,Married,2,Graduate,Unemployed,Freelancer,Urban,41363,636,522,0,44534,5276,0,13485,201,Education,10.83,Yes,7,0.9,0
1638,Male,25,Married,1,Postgraduate,Self-Employed,Salaried,Urban,146746,4101,757,1,168,1510,0,21266,31,Education,6.8,Yes,9,0.36,1
1639,Male,53,Married,0,Postgraduate,Employed,Business,Urban,52233,2360,410,1,37281,11114,0,15646,141,Education,13.17,No,21,0.19,0
1641,Female,46,Single,3,Postgraduate,Unemployed,Freelancer,Rural,116335,3578,813,1,32988,29658,0,33781,63,Personal,12.29,Yes,24,0.07,1
1645,Male,43,Married,1,Graduate,Self-Employed,Salaried,Urban,142208,1426,843,2,16540,25803,0,36466,80,Personal,9.42,Yes,19,0.07,1
1649,Female,27,Single,3,Postgraduate,Unemployed,Salaried,Suburban,69393,3560,560,0,31569,22732,0,27343,25,Education,11.2,No,15,0.11,0
1651,Female,40,Divorced,3,Graduate,Employed,Salaried,Rural,145929,4752,737,0,14911,22610,0,38215,164,Personal,6.71,No,28,0.13,1
1653,Female,35,Single,0,Graduate,Self-Employed,Business,Urban,71806,969,785,1,32360,4202,1,21206,155,Education,13.9,Yes,11,0.23,1
1654,Female,34,Married,2,Graduate,Employed,Freelancer,Urban,92360,1203,777,0,17945,5023,0,26037,94,Education,9.14,Yes,20,0.34,1
1655,Female,40,Divorced,0,High School,Employed,Salaried,Urban,89172,3938,719,1,49962,290,0,20555,132,Personal,7.28,Yes,29,0.91,1
1656,Male,32,Married,2,Graduate,Unemployed,Salaried,Urban,21961,4337,322,1,4086,21472,0,5844,223,Personal,8.26,Yes,6,0.57,0
1657,Male,41,Single,2,Graduate,Self-Employed,Freelancer,Urban,110687,3969,826,0,35844,28362,0,20490,147,Personal,9.21,No,21,0.6,1
1666,Female,69,Married,0,Graduate,Employed,Salaried,Suburban,31700,814,458,2,20626,29687,0,5502,109,Education,3.59,No,15,0.66,1
1671,Male,28,Married,1,Graduate,Self-Employed,Professional,Urban,77808,2343,764,0,30157,3301,0,22760,15,Education,9.08,Yes,27,0.26,1
1673,Male,60,Single,1,Postgraduate,Employed,Salaried,Rural,32315,3856,376,1,36590,26622,0,10494,215,Personal,4.56,Yes,23,0.44,0
1676,Female,25,Single,3,Postgraduate,Unemployed,Freelancer,Suburban,145167,2738,711,1,48295,18463,0,34215,70,Personal,9.44,No,21,0.43,1
1677,Female,43,Married,0,Graduate,Unemployed,Freelancer,Urban,93922,2234,761,0,1003,3463,1,24255,39,Education,12.36,Yes,20,0.2,0
1678,Female,48,Married,2,Postgraduate,Unemployed,Business,Suburban,65019,1190,812,0,17707,16173,1,20000,100,Education,4.09,No,22,0.75,1
1685,Female,31,Single,3,Graduate,Employed,Professional,Suburban,68697,1425,838,1,44453,16417,0,20380,152,Personal,7.57,Yes,15,0.96,1
1686,Female,33,Single,2,High School,Employed,Salaried,Rural,52219,1781,324,0,29306,4127,0,13568,101,Education,10.3,No,5,0.53,0
1688,Female,30,Divorced,0,High School,Self-Employed,Professional,Suburban,95724,3965,765,2,46472,21866,0,20963,106,Personal,10.58,No,20,0.78,1
1693,Male,29,Single,3,High School,Unemployed,Business,Urban,62031,1510,798,0,38089,14066,0,20000,183,Education,8.43,Yes,29,0.76,1
1694,Female,39,Married,1,Graduate,Self-Employed,Business,Urban,124257,4665,779,2,43712,13196,1,21922,221,Personal,6.93,No,6,0.91,1
1698,Female,35,Single,2,High School,Self-Employed,Freelancer,Urban,63687,1997,715,0,36759,27526,0,20000,106,Education,4.15,Yes,7,0.95,1
1700,Female,43,Single,2,Postgraduate,Employed,Freelancer,Suburban,143495,2903,821,0,11019,6927,0,21486,202,Education,9.27,Yes,14,0.33,1
1702,Female,47,Married,1,Graduate,Employed,Business,Suburban,92741,3169,735,2,39488,26434,0,23460,204,Personal,13.08,Yes,22,0.69,0
1706,Male,43,Single,1,High School,Employed,Freelancer,Suburban,118295,618,796,2,3743,12269,0,21757,36,Personal,14.44,No,19,0.83,0
1707,Female,25,Single,3,Graduate,Employed,Professional,Rural,123538,749,793,2,19683,16717,0,22370,120,Personal,10.6,Yes,25,0.06,1
1708,Female,38,Married,2,Postgraduate,Self-Employed,Professional,Suburban,81807,3588,826,2,18144,4005,0,21199,128,Education,11.14,Yes,19,0.3,1
1710,Male,26,Married,1,Graduate,Employed,Professional,Urban,125233,3493,736,0,24141,4208,1,33430,214,Education,5.89,Yes,29,0.0,1
1715,Female,44,Married,1,Postgraduate,Employed,Freelancer,Rural,55247,2842,835,2,38241,17305,1,20000,221,Personal,6.99,Yes,29,0.53,0
1716,Male,69,Single,0,Graduate,Unemployed,Salaried,Urban,35779,3917,520,0,9220,3762,0,9170,196,Education,14.17,Yes,14,0.89,0
